gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-LOC106725457	LOC106725457	0	0.208992	0.63613	0	0.998581	0.349529	0.063539	0.146954	0	0	0	0.13835
gene-LOC106725458	LOC106725458	0.045867	0.142961	0.435398	0	0.956964	0.456012	0.206543	0.994518	0.102771	0	1.153354	0.954035
gene-LOC106725459	LOC106725459	0.035539	0.418546	11.18872	0.667694	11.184228	0.030248	0.321511	0.064693	0	0	8.046828	7.508274
gene-LOC106725460	LOC106725460	0.177322	0.036291	2.642372	0.053113	0.215184	0.015634	1.781855	0.230543	0.023431	0	0.298509	0.294714
gene-LOC106725461	LOC106725461	0	0.146598	1.071699	0.324279	2.690925	0	0	0	0	0	0.396252	0.51563
gene-LOC106725462	LOC106725462	0	0	0	0	0.341653	0	0	0	0	0	0	0
gene-LOC106725463	LOC106725463	0	0.283616	2.062798	0.36023	0	0	0	0	0	0	0	0
gene-LOC106725464	LOC106725464	0	0	0	0	0	0	0	0.093209	0	0	0.646668	0.723976
gene-LOC106725465	LOC106725465	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725466	LOC106725466	0	0	0.545836	0	0	0	0	0	0	0	0	0
gene-LOC106725467	LOC106725467	0.106185	0.675092	1.570456	0.293013	0.657497	0.128862	0.641173	0.045879	0.072447	0	0.872446	1.044477
gene-LOC106725468	LOC106725468	1.025295	8.846102	15.324782	3.695294	4.404014	3.860993	5.935505	1.290704	1.201744	0	4.965368	4.552524
gene-LOC106725469	LOC106725469	0	0.190964	0.696545	0	0.608584	0.199076	0.273361	0.139684	0	0	0	0
gene-LOC106725470	LOC106725470	0	0.388757	0.772327	0.318919	0.638838	0.14959	0.487225	0.10635	0.067295	0	0.507182	0.63257
gene-LOC106725472	LOC106725472	0	10.064237	4.653665	1.585208	4.26351	1.633521	5.26227	1.28568	1.668326	0	2.181201	1.906582
gene-LOC106725474	LOC106725474	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725475	LOC106725475	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725476	LOC106725476	0	0	0	0.156299	0.161785	0	0	0	0	0	0.493129	0.490095
gene-LOC106725477	LOC106725477	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725479	LOC106725479	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725480	LOC106725480	0	0.128072	0.501635	0.241178	0.168439	0.023826	0.273002	0.016983	0	0	0.300547	0.15776
gene-LOC106725481	LOC106725481	0	0.073542	1.074308	0	0.190889	0.371491	0.270356	0	0	0	0	0.072915
gene-LOC106725482	LOC106725482	0.072959	0.086272	0.675807	0.557462	2.043814	0.075487	1.07313	0.545184	0.654771	0	0.235845	0.249699
gene-LOC106725483	LOC106725483	0	0.481792	2.651219	0.863467	4.880928	0.15084	1.046745	0.345683	0.16985	0	4.225554	2.982133
gene-LOC106725484	LOC106725484	0.108311	0.148747	1.07994	0.373627	1.181973	0.030235	0.522603	0.315424	0.109041	0	1.536966	1.76701
gene-LOC106725485	LOC106725485	0.044537	0.275486	0.947793	1.813855	1.884901	0.028633	0.103622	0.010181	0.177109	0	0.663297	0.524634
gene-LOC106725486	LOC106725486	0.111231	0.117919	0.401115	0.072478	0.039061	0.17464	0.294266	0.148945	0.139476	0	0.117379	0.303648
gene-LOC106725487	LOC106725487	0	0.114141	0.366743	0.07281	0.124693	0	0	0.073302	0.029237	0	0.078138	0.058162
gene-LOC106725488	LOC106725488	7.081957	32.672789	30.322059	26.607512	4.13408	35.792356	24.436488	3.949405	26.481	0	4.525138	4.664928
gene-LOC106725489	LOC106725489	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725490	LOC106725490	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725491	LOC106725491	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725492	LOC106725492	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725493	LOC106725493	0.166539	0.025593	0.233887	0.032264	0.601232	0	0.251445	0.049237	0	0	0.13907	0.025815
gene-LOC106725494	LOC106725494	0.664407	0.026139	1.919168	0.049164	2.635452	0.026167	1.866429	0.02135	0.050419	0	0.047817	0.066372
gene-LOC106725495	LOC106725495	0	0	0.63661	0.22214	0.447347	0	0.082156	0.063075	0	0	1.153581	1.20519
gene-LOC106725496	LOC106725496	0	0.468967	1.058802	0	0	0.727527	0.43134	1.066095	0.084686	0	0.524162	0.472715
gene-LOC106725497	LOC106725497	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725498	LOC106725498	0	0	0.699814	0	0	0	0	0	0	0	0	0
gene-LOC106725499	LOC106725499	0.315371	0.030281	1.145855	0.101398	6.478566	0.017566	0.281695	0.118797	0	0	4.504055	5.023162
gene-LOC106725500	LOC106725500	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725501	LOC106725501	0	0.306937	0.075737	0.163508	0	0.077046	0	0.025316	0.128387	0	0	0.041471
gene-LOC106725502	LOC106725502	0	0	0	0	0	0.015207	0.006878	0	0	0	0	0
gene-LOC106725503	LOC106725503	0	1543.993436	2584.281191	834.04784	2696.312861	3.773329	0	0.932649	0	0	2631.012754	2594.25256
gene-LOC106725504	LOC106725504	0	0	0.106619	0	0	0.343499	0.10385	0.200846	0.064586	0	0.624814	0.232781
gene-LOC106725505	LOC106725505	0	0	0	0	0.243379	0	0	0	0	0	0	0
gene-LOC106725506	LOC106725506	0	0	0	0.04323	0	0	0	0	0	0	0	0
gene-LOC106725507	LOC106725507	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725508	LOC106725508	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725509	LOC106725509	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725510	LOC106725510	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725511	LOC106725511	480.356758	2.552032	25.972379	2.193	208.182855	11.187391	13.001976	367.828609	3.880543	0	202.119901	220.287359
gene-LOC106725512	LOC106725512	0	0.23068	0.351278	0.19874	0	0	0.065089	0	0.167799	0	0	0
gene-LOC106725513	LOC106725513	1.673386	0.047035	0.171901	0	10.27277	0	0	1.86577	0	0	1.012195	1.083159
gene-LOC106725515	LOC106725515	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725516	LOC106725516	0	0	0.127012	0	0	0	0	0	0	0	0	0.139766
gene-LOC106725517	LOC106725517	0.033731	3.800559	0.123956	4.401727	0	5.837467	0.123339	0	3.604218	0	0	0
gene-LOC106725518	LOC106725518	0.040046	0.525837	1.361563	0.128539	0	0.758336	0.720952	0.082305	0.130083	0	0.279213	0.236567
gene-LOC106725519	LOC106725519	0.419945	5.291721	6.206649	5.940357	3.540172	0.696433	0.675076	0.106198	0.223754	0	3.478164	3.509474
gene-LOC106725521	LOC106725521	0.034967	0	0.067529	0.186831	0.351524	0	0	0	0.077502	0	0	0
gene-LOC106725522	LOC106725522	3.456688	13.434248	20.825211	18.301928	14.316729	1.511747	1.684779	0.921459	0.309238	0	35.361525	35.780719
gene-LOC106725523	LOC106725523	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725524	LOC106725524	0	13.973768	0.780275	8.05932	0	0	0	0	0	0	0	0
gene-LOC106725525	LOC106725525	0.033256	7.317255	17.357859	6.485771	13.783668	0.202332	0.173408	0.144078	0	0	11.184031	9.905818
gene-LOC106725526	LOC106725526	0.237079	1.075496	3.865685	1.585729	3.513682	0.499562	1.14556	0	0.562365	0	2.617325	1.801854
gene-LOC106725527	LOC106725527	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725528	LOC106725528	0	0	0	0	0	0	0	0	0	0	0	0.066482
gene-LOC106725529	LOC106725529	2.774	3.481028	5.276855	1.805682	3.807695	3.663681	3.610884	1.387731	1.303746	0	3.094694	2.140004
gene-LOC106725530	LOC106725530	0.351709	8.6043	9.530963	3.12292	6.444809	6.448099	7.437923	3.699101	1.315493	0	7.224011	7.336275
gene-LOC106725531	LOC106725531	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725532	LOC106725532	0	0	0.22725	0	0.326622	0.184317	0.167274	0	0	0	0	0
gene-LOC106725533	LOC106725533	0.021196	0.011649	1.490463	0.160972	0.493102	0.030527	1.914744	0.231914	0.228826	0	0.127423	0.188852
gene-LOC106725534	LOC106725534	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725535	LOC106725535	10.077953	9.80456	26.18239	9.974763	5.122147	10.747824	22.16901	5.258005	8.170917	0	4.50596	4.972551
gene-LOC106725536	LOC106725536	0	0.487944	0.288539	0.216487	0.141168	0.391235	0.194101	0	0.113535	0	0	0.029056
gene-LOC106725537	LOC106725537	0	0.344025	0.679103	0	0	0.241672	0.885483	0.043	0.013588	0	0	0
gene-LOC106725538	LOC106725538	0	0.267697	1.263915	0.056198	0.123904	0.1401	0.434632	0	0	0	0	0.202717
gene-LOC106725539	LOC106725539	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725540	LOC106725540	1.126329	0.189802	1.561046	0.214985	0.476754	0.287057	1.650003	0.299905	0.113955	0	0.620696	0.422067
gene-LOC106725541	LOC106725541	0	0	0	0	0.255819	0	0	0	0	0	0	0
gene-LOC106725542	LOC106725542	3.243084	0.077634	0.248307	0.293145	4.195311	0.138283	0.187674	0.822643	0.058327	0	1.480667	0.921902
gene-LOC106725543	LOC106725543	0	0.049235	0.314951	0.186154	0.476931	0	0	0	0	0	0.200738	0.22354
gene-LOC106725544	LOC106725544	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725545	LOC106725545	0	0.06627	10.012429	0	0	0.178268	13.246336	0	0.044564	0	0	0
gene-LOC106725546	LOC106725546	2.729587	5.156427	17.626368	3.111969	4.890904	6.015935	18.49705	4.977252	2.169824	0	5.989289	5.308573
gene-LOC106725547	LOC106725547	0	0.796783	3.382339	0.74525	4.261414	1.953944	2.589037	0.972694	0.863667	0	2.234507	2.566475
gene-LOC106725548	LOC106725548	9.268262	32.529534	24.566332	20.46445	3.254588	32.62359	24.091121	3.983572	9.057929	0	7.772465	7.203382
gene-LOC106725549	LOC106725549	0	0	0.109113	0	0	0	0.032112	0	0	0	0	0.020109
gene-LOC106725550	LOC106725550	0.20325	0.944453	1.668735	0.451535	0.160502	1.142172	1.123468	0.182656	0.133327	0	0.106684	0.145841
gene-LOC106725551	LOC106725551	0	0.381637	3.287191	0.138373	0.50632	0.37117	1.201676	0	0.179387	0	1.607816	1.252169
gene-LOC106725552	LOC106725552	0.195126	0.90382	6.426044	0.135293	1.951998	0.179579	4.152201	1.408457	0.01615	0	1.953042	1.757806
gene-LOC106725553	LOC106725553	0	6.368279	8.052381	0.842475	0	1.862987	1.842546	0.024353	0.310705	0	0.300181	0.22322
gene-LOC106725554	LOC106725554	0	0.374901	0.293574	0	0	0.051973	0.141331	0	0	0	0	0
gene-LOC106725555	LOC106725555	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725556	LOC106725556	2.939912	61.698791	28.748467	24.42726	6.94494	20.878662	11.092028	5.204254	12.471285	0	12.966541	13.264238
gene-LOC106725557	LOC106725557	0	0.856917	6.850069	0.271817	0	0.051973	0.141331	0	0	0	1.723727	0.962962
gene-LOC106725558	LOC106725558	21.894169	0.656449	2.824328	0.545321	53.762712	0.650326	2.909707	35.774916	0.4545	0	37.811023	39.448668
gene-LOC106725559	LOC106725559	0	0	0	0	0	0	0.087632	0	0	0	0	0
gene-LOC106725560	LOC106725560	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725561	LOC106725561	0.339166	0.131392	0.778139	0.147545	1.020068	0.095116	0.541778	0.481988	0.093957	0	1.177843	1.299055
gene-LOC106725562	LOC106725562	0	18.867048	28.276993	1.810842	29.017749	0	1.902968	0	0	0	22.393237	27.016887
gene-LOC106725563	LOC106725563	0	0.317667	1.206565	1.846743	9.883274	0	0	0	0	0	9.08718	5.268879
gene-LOC106725564	LOC106725564	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725565	LOC106725565	17.617559	0.534965	2.350084	0.551564	7.43914	0.971156	2.716773	8.385465	0.405428	0	4.807968	4.792604
gene-LOC106725566	LOC106725566	0.131789	0.284436	1.013753	0.250591	4.976331	0.378191	1.294398	5.289731	0.33477	0	2.69792	2.913241
gene-LOC106725567	LOC106725567	1.70761	0.396116	1.070535	0.615311	5.723756	0.25125	2.349586	5.776219	0.43983	0	3.634355	4.05041
gene-LOC106725569	LOC106725569	0	0	0	0	1.031137	0	0	0.22668	0	0	0	0
gene-LOC106725570	LOC106725570	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725571	LOC106725571	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725572	LOC106725572	0	1.27191	2.245339	4.724368	0.629635	0.73927	0.291516	0	3.353339	0	0.594775	0.639028
gene-LOC106725573	LOC106725573	0	0.213009	0.907659	0	0	0	0	0.10008	0	0	0	0.35234
gene-LOC106725574	LOC106725574	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725575	LOC106725575	0.093774	0.034666	1.753118	0	1.842487	0.014924	2.704409	0.546687	0.072693	0	0.33271	0.475105
gene-LOC106725576	LOC106725576	0.545433	1.32456	4.0653	0.472507	5.219419	2.799497	6.026667	3.505141	0.457208	0	4.414729	4.689551
gene-LOC106725577	LOC106725577	13.816911	38.350758	37.722534	184.004146	9.534937	52.585069	41.65026	20.03805	147.86731	0	16.599054	16.768995
gene-LOC106725578	LOC106725578	13.614109	19.191146	21.803226	76.844845	5.893081	27.581656	20.34584	10.700183	58.815594	3369.664067	9.411162	9.53278
gene-LOC106725580	LOC106725580	0	0	0.061497	0	0	0	0.028131	0	0	0	0	0
gene-LOC106725581	LOC106725581	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725582	LOC106725582	0.109242	6.548465	19.916543	2.380956	3.016947	5.353179	10.063208	1.809476	1.229122	0	9.523051	10.121738
gene-LOC106725583	LOC106725583	0	0.477523	1.968878	0.39056	0.297954	0.271245	1.025337	0.062106	0.076243	0	0.06075	0.078777
gene-LOC106725584	LOC106725584	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725585	LOC106725585	1.162117	166.872701	0.822932	2330.088126	0.391344	196.287285	1.006507	0.488786	2180.412941	0	0.15417	0.198444
gene-LOC106725586	LOC106725586	0	0.18478	0.337669	0.292611	1.549248	0	0.079794	0.031002	0	0	0.124315	0.370139
gene-LOC106725587	LOC106725587	0.245587	1.017893	2.286898	1.202356	1.138822	0.840665	1.187436	0.131636	0.35314	0	0.725234	0.741548
gene-LOC106725588	LOC106725588	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725589	LOC106725589	0	4.389959	8.129696	1.316432	4.280231	0.592682	1.915447	0.104438	0	0	2.353858	2.38071
gene-LOC106725590	LOC106725590	0	1.174394	3.424426	0.773741	1.091546	0	0.242143	0	0	0	2.529861	3.351646
gene-LOC106725591	LOC106725591	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725592	LOC106725592	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725593	LOC106725593	3.245958	0.388917	6.252758	0.41757	5.404841	0.186526	1.340477	0.972019	0.262988	0	1.662013	1.664958
gene-LOC106725594	LOC106725594	0	0.017111	0	0	0.047889	0	0	0	0	0	0	0
gene-LOC106725596	LOC106725596	16.051158	3.760656	24.562246	3.139236	17.586753	1.955492	29.69756	16.933044	2.087859	0	12.211639	8.60636
gene-LOC106725597	LOC106725597	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725598	LOC106725598	0	0.663736	1.20712	0	2.485979	0.250748	2.122297	0.178559	0	0	0.571766	0.213224
gene-LOC106725599	LOC106725599	0.39042	0.913627	2.450041	1.932949	3.447271	0.915106	2.027338	0.805872	0.457651	0	1.70245	2.223651
gene-LOC106725600	LOC106725600	0	0	0.086005	0	0	0	0	0.019823	0	0	0.326332	0.286973
gene-LOC106725601	LOC106725601	0	0	0.087988	0	0	0	0.448738	0	0	0	0	0
gene-LOC106725602	LOC106725602	0.487779	0	0.933086	0	0	0	0.254629	0	0	0	0	0
gene-LOC106725603	LOC106725603	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725604	LOC106725604	0	0.296689	0.650731	0.466256	0.374951	0.065305	0.035449	0	0.029375	0	0.931627	1.066063
gene-LOC106725605	LOC106725605	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725606	LOC106725606	0.141401	2.265452	7.917304	5.037381	3.176213	0.974371	1.412526	0.688644	1.360509	0	4.948705	4.461177
gene-LOC106725607	LOC106725607	0.474697	1.890415	2.326992	1.729079	0.923698	1.126702	1.009103	0.280744	0.874162	0	1.61673	1.497848
gene-LOC106725608	LOC106725608	8.714564	0.564664	13.950147	0.171557	6.575295	0.121408	10.592757	0.34495	0.11705	0	1.007957	0.96422
gene-LOC106725609	LOC106725609	0	0.869389	3.544875	0.658003	0.676771	0.476484	1.703502	0.644198	0.415465	0	2.347505	1.829854
gene-LOC106725610	LOC106725610	5.603056	3.092714	5.029387	4.08166	5.461416	2.701366	9.002628	9.920332	4.422877	0	7.61291	7.027622
gene-LOC106725611	LOC106725611	0	0	0	0	0	0	0.774057	0.29417	0	0	0.894244	0.998329
gene-LOC106725612	LOC106725612	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725614	LOC106725614	0.291726	0.345976	1.264601	0.43751	0.886288	0.323559	0.423078	0.431203	0	0	1.661171	1.389914
gene-LOC106725615	LOC106725615	0.916159	2.106465	4.980213	1.629691	2.45282	1.978892	3.954637	1.149009	0.677427	0	4.791763	4.628975
gene-LOC106725616	LOC106725616	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725617	LOC106725617	0	0.090534	0.094558	0.432581	0.054708	0.419366	0.379369	0.16137	0.382321	0	0.106039	0.078594
gene-LOC106725618	LOC106725618	0	0.017407	0.734891	0.043798	2.580988	0.015425	0.251209	0.054823	0.069394	0	0.6521	0.976628
gene-LOC106725619	LOC106725619	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725621	LOC106725621	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725623	LOC106725623	1.19816	3.252695	4.882533	4.984745	1.928254	1.041954	3.535956	1.631165	2.518249	0	2.34523	2.969061
gene-LOC106725624	LOC106725624	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725625	LOC106725625	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725626	LOC106725626	0	0.267193	1.696934	1.250792	1.205196	0.339146	0.694268	0.043583	0.069404	0	0.452067	0.739226
gene-LOC106725627	LOC106725627	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725628	LOC106725628	0	0.622107	1.087634	0.084986	0	0.178028	0.322119	0	0.106767	0	0.03695	0.054778
gene-LOC106725629	LOC106725629	0	0.240802	0	0	0	0	0	0	0	0	0	0
gene-LOC106725630	LOC106725630	0.175978	1.264022	3.057541	1.644945	2.171971	0.277242	0.596041	0.073385	0	0	3.214883	2.502742
gene-LOC106725631	LOC106725631	0.244714	1.153141	3.121975	0.702813	0.518138	0.928586	3.107443	0.426679	0.3183	0	0.230234	0.47112
gene-LOC106725632	LOC106725632	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725633	LOC106725633	0	0	0	0.037564	0	0	0	0	0	0	0	0.089953
gene-LOC106725634	LOC106725634	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725635	LOC106725635	0	0	0	0	0	0	0	0.037738	0	0	0	0
gene-LOC106725636	LOC106725636	0	0	0.333493	0	0.686504	0	0	0	0	0	0	0.177483
gene-LOC106725637	LOC106725637	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725638	LOC106725638	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725639	LOC106725639	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725640	LOC106725640	0	0	0.565038	0	0	0	0.258951	0	0	0	0	0
gene-LOC106725641	LOC106725641	1.393673	0	0	1.286935	5.202371	0	0.495497	2.803383	1.592938	0	1.42337	0.834199
gene-LOC106725642	LOC106725642	0	0	0	0	2.269157	0	0	0	0	0	0	0
gene-LOC106725643	LOC106725643	0	1.02393	0	0	0	0	0	0	0	0	0	0.965032
gene-LOC106725644	LOC106725644	0	0.907722	8.483123	1.120322	3.906561	0.045498	0.603743	0.021563	0	0	1.027718	1.368447
gene-LOC106725645	LOC106725645	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725646	LOC106725646	0	0.846052	1.154154	0.807241	0	0.238912	1.570185	0	0.278664	0	2.188656	1.836542
gene-LOC106725647	LOC106725647	1.651005	3.664426	5.648994	1.090596	0.529945	2.857935	1.42283	0.235959	0.063207	0	2.913389	1.942166
gene-LOC106725648	LOC106725648	0.633268	0	0	0	1.062238	0	0.019538	0.107189	0	0	0	0
gene-LOC106725649	LOC106725649	0	2.190502	9.59139	1.669169	1.102228	1.030849	1.470742	0	0	0	1.11663	0.830971
gene-LOC106725650	LOC106725650	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725651	LOC106725651	0	0.040154	0.293554	0	0	0.146721	0.19447	0	0	0	0	0
gene-LOC106725652	LOC106725652	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725653	LOC106725653	0	0.372635	4.072373	0	1.718164	0.266463	2.212928	0.656906	0	0	0	1.577817
gene-LOC106725654	LOC106725654	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725655	LOC106725655	31.566056	40345.454953	17065.985753	19842.790951	231076.226938	51.13924	183.219987	288.979088	69.893638	0	23150.898812	22294.57438
gene-LOC106725656	LOC106725656	1.837236	4.35789	12.44857	5.890687	1.483675	6.193127	16.606239	9.009471	8.293029	0	4.79057	6.365221
gene-LOC106725657	LOC106725657	1.078764	2.826547	1.97426	0.344889	1.009828	4.092113	2.246749	0.519572	0.893903	0	2.477559	1.95418
gene-LOC106725658	LOC106725658	0	0.097777	0.178706	0.172304	0.081797	0	0	0	0	0	0.319668	0.256914
gene-LOC106725659	LOC106725659	0	0	0.20599	0.214705	0.447709	0	0.199696	0	0	0	0	0
gene-LOC106725660	LOC106725660	0	0	0.054676	0	0	0	0	0	0	0	0	0
gene-LOC106725661	LOC106725661	0.226813	1.229258	2.013684	0.539012	0.327283	0.344376	0.302377	0.158707	0.148049	0	0.792832	0.681526
gene-LOC106725662	LOC106725662	0	0.063415	0	0.644841	0	0	0	0	0	0	0	0
gene-LOC106725663	LOC106725663	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725664	LOC106725664	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725665	LOC106725665	0	0.871374	2.28378	0.434246	0	0.087203	0.97304	0.010334	0.212486	0	0.134575	0.083161
gene-LOC106725666	LOC106725666	0	0	0	0	0	0	0.072358	0	0	0	0	0
gene-LOC106725667	LOC106725667	0	0	0	0	0	0	0	0	0.097986	0	0	0
gene-LOC106725668	LOC106725668	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725669	LOC106725669	0	0.115827	0.68801	0	0.079633	0.105706	0.334804	0.14966	0.178424	0	0.235652	0.029175
gene-LOC106725670	LOC106725670	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725671	LOC106725671	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725672	LOC106725672	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725673	LOC106725673	0	0.093826	0.600096	0	0	0	0.202954	0	0	0	0	0
gene-LOC106725674	LOC106725674	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725675	LOC106725675	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725677	LOC106725677	0.013575	0.261448	1.274257	0.073303	0.239633	0.079553	2.615714	0	0	0	0.0788	0.14634
gene-LOC106725678	LOC106725678	0.499067	2.710445	7.128537	1.470995	1.285648	2.449814	7.511116	3.866369	1.688131	0	4.91727	4.472533
gene-LOC106725680	LOC106725680	0	2.525539	0	0	0	0	0	0	0	0	0	0
gene-LOC106725681	LOC106725681	0	0	0.334258	0	0.306918	0	0.157791	0.183949	0	0	0	0
gene-LOC106725682	LOC106725682	0.189814	0.473346	4.58893	1.425125	2.435285	0.716948	4.07748	0.979355	0.227464	0	2.46589	2.536526
gene-LOC106725683	LOC106725683	0	0	0	0	0	0	0.316085	0.035015	0	0	0	0
gene-LOC106725684	LOC106725684	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725685	LOC106725685	0	0.171887	0.942448	0	0.059741	0.038473	0.278486	0.109233	0	0	1.169686	0.954784
gene-LOC106725686	LOC106725686	0	0.773519	0	0	0.486154	0	0	0	0	0	0.988572	1.472313
gene-LOC106725687	LOC106725687	0	0.132998	0	0	0.166875	0.28715	1.063039	0	0	0	0	0
gene-LOC106725688	LOC106725688	0.164191	0.565893	0.42744	0.205269	1.213831	0.397587	1.009877	0.269486	0.230216	0	0.128313	0.185236
gene-LOC106725689	LOC106725689	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725690	LOC106725690	0	1.954963	1.428681	0.354517	0	0.544916	0.494034	0.15301	0	0	0.598662	0.557505
gene-LOC106725691	LOC106725691	0	0	0.184025	0	0	0	0	0	0	0	0	0
gene-LOC106725692	LOC106725692	4.499571	17.699804	29.031303	10.481768	18.483842	17.40586	39.891415	22.067217	12.402045	0	16.814267	16.477062
gene-LOC106725693	LOC106725693	2.670361	1.813162	31.699034	2.696447	2.409819	2.61586	46.753413	4.096959	1.001454	0	4.088033	3.58955
gene-LOC106725694	LOC106725694	0.063743	0.590671	10.362584	1.087393	1.981509	0.348812	12.251323	0.734729	0.230279	0	1.144023	1.381511
gene-LOC106725695	LOC106725695	0.25929	0.748704	3.801183	0.313905	2.86584	0.279586	0.732228	1.454291	0.099295	0	1.634083	2.120615
gene-LOC106725696	LOC106725696	0	0.074131	0.406078	0	0.096151	0	0	0	0	0	0	0
gene-LOC106725697	LOC106725697	36.842849	0.414978	2.306989	0.217518	24.049776	0.06127	0.665208	41.63903	0.155045	0	41.074781	43.984336
gene-LOC106725698	LOC106725698	20.753831	2.688462	0	0	0	7.843961	1.627594	12.459011	0	0	5.819812	6.120868
gene-LOC106725699	LOC106725699	0	0.076252	0.835315	0	0	0	0.07045	0.108431	0	0	0	0
gene-LOC106725700	LOC106725700	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725701	LOC106725701	0	2.018758	0	0.427343	1.26695	0	0	0	0	0	0	0
gene-LOC106725702	LOC106725702	0	0.054251	0.569832	0	3.414612	0	0.101306	1.908936	0	0	0.73575	0.963696
gene-LOC106725703	LOC106725703	33.25379	0.518918	0.541437	0	13.461086	0.749662	0.341032	24.056294	0	0	15.211274	16.092517
gene-LOC106725704	LOC106725704	0	0.230975	0	0	0.30985	0.616702	0.039897	0	0	0	0	0.092535
gene-LOC106725705	LOC106725705	0.444864	2.605586	21.147462	4.67827	178.769539	3.792393	1.630399	106.182783	1.448727	0	139.882201	145.516398
gene-LOC106725706	LOC106725706	0	0.42211	3.239891	0.534255	0.113878	0.079705	0	0	0	0	0.341401	0.550388
gene-LOC106725707	LOC106725707	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725708	LOC106725708	0	0	0.271046	0	0	0	0	0	0	0	0	0
gene-LOC106725709	LOC106725709	0	1.392798	0	5.430977	0	0	0	0	0	0	0	0
gene-LOC106725710	LOC106725710	0	4.475372	12.643085	1.779014	3.917223	0.28082	0.319067	0	0	0	5.586072	5.484919
